frame_id,brand,location,size,percentage,x,y,confidence,count,new_id
74,#IAAFWorlds,Grandstand,3190,0.346137153,158.5,149,0.998323,1,147
74,Toyota,Led_Board_M,4672,0.506944444,639,346,0.997098,1,148
74,Toyota,Led_Board_M,4608,0.5,410,341,0.998089,1,131
74,Toyota,Led_Board_M,8557,0.928493924,166.5,346.5,0.999897,1,149
74,London_2017,Grandstand,3870,0.419921875,879,177.5,0.998796,1,150
75,Toyo_Tires,Led_Board_S,2856,0.309895833,745,336.5,0.982248,1,151
75,Asics_logo,Led_Board_Qtr,176,0.019097222,849,345.5,0.48535,1,136
75,Asics_text,Led_Board_Qtr,270,0.029296875,865.5,347,0.814867,1,137
75,Seiko,Led_Board_Qtr,728,0.078993056,939,339,0.787944,1,141
75,TDK,Led_Board_Qtr,504,0.0546875,864,334,0.645813,1,143
75,Toyota,Led_Board_Qtr,728,0.078993056,939,339,0.966602,1,145
75,Seiko,Led_Board_S,2461,0.26703559,1221.5,345.5,0.392703,1,152
75,Toyota,Led_Board_M,6574,0.713324653,360.5,342,0.99967,1,131
75,Toyota,Led_Board_M,10166,1.103081597,110.5,348,0.999949,1,149
75,London_2017,Grandstand,5538,0.600911458,1073,177.5,0.993468,1,153
76,Toyo_Tires,Led_Board_S,3652,0.396267361,400,311,0.904083,1,154
76,Asics_logo,Led_Board_Qtr,285,0.030924479,104.5,323.5,0.508296,1,155
76,Asics_text,Led_Board_Qtr,816,0.088541667,124.5,310,0.326513,1,156
76,Asics_text,Led_Board_Qtr,900,0.09765625,141.5,319,0.86947,1,157
76,Seiko,Led_Board_Qtr,1224,0.1328125,259,317.5,0.956778,1,158
76,TDK,Led_Board_Qtr,816,0.088541667,124.5,310,0.657765,1,159
76,Toyota,Led_Board_Qtr,1780,0.193142361,258.5,302,0.474951,1,160
76,Toyota,Led_Board_Qtr,624,0.067708333,1139,309.5,0.573153,1,161
76,Toyota,Bib,1750,0.189887153,543,383.5,0.958824,1,162
76,London_2017,Grandstand,6500,0.705295139,261,114,0.526469,1,163
77,#IAAFWorlds,Giant_Screen,5508,0.59765625,94,82,0.380025,1,164
77,#IAAFWorlds,Giant_Screen,2016,0.21875,406.5,144,0.381403,1,165
77,Toyo_Tires,Led_Board_S,6860,0.744357639,149.5,299,0.998753,1,166
77,Mondo,Led_Board_S,1116,0.12109375,969,294,0.718644,1,167
77,Asics_logo,Led_Board_Qtr,180,0.01953125,301.5,305,0.955996,1,168
77,Asics_text,Led_Board_Qtr,128,0.013888889,869,297,0.347803,1,169
77,Asics_text,Led_Board_Qtr,576,0.0625,322,299,0.530117,1,170
77,Asics_text,Led_Board_Qtr,408,0.044270833,326,304,0.968546,1,171
77,Seiko,Led_Board_Qtr,816,0.088541667,401,298.5,0.986262,1,172
77,Seiko,Led_Board_Qtr,248,0.026909722,907.5,297,0.988775,1,173
77,TDK,Led_Board_Qtr,602,0.065321181,317.5,288,0.987739,1,174
77,Toyota,Led_Board_Qtr,351,0.038085938,907.5,290.5,0.814812,1,175
77,Toyota,Led_Board_Qtr,969,0.105143229,400.5,287.5,0.995962,1,176
77,Toyota,Bib,2100,0.227864583,531.5,348,0.997421,1,162
77,London_2017,HighJumpMat,3930,0.426432292,1047.5,352,0.469932,1,177
77,#IAAFWorlds,Grandstand,975,0.105794271,860.5,192.5,0.587996,1,178
77,#IAAFWorlds,Grandstand,1080,0.1171875,781,187,0.606774,1,179
77,#IAAFWorlds,Grandstand,816,0.088541667,1106,204,0.659357,1,180
77,#IAAFWorlds,Grandstand,994,0.107855903,1019.5,199,0.949245,1,181
77,#IAAFWorlds,Grandstand,924,0.100260417,942,198,0.981508,1,182
77,Seiko,Led_Board_S,825,0.089518229,712.5,291.5,0.379772,1,183
77,London_2017,Grandstand,3663,0.397460938,511.5,150.5,0.950824,1,184
78,TBS,Led_Board_S,1560,0.169270833,366,289,0.719101,1,185
78,Asics_logo,Led_Board_M,260,0.028211806,966,286.5,0.749481,1,186
78,Asics_text,Led_Board_M,390,0.042317708,987,287.5,0.649521,1,187
78,Mondo,Led_Board_S,832,0.090277778,835,287,0.388321,1,188
78,Asics_logo,Led_Board_Qtr,294,0.031901042,100.5,306,0.886114,1,189
78,Asics_text,Led_Board_Qtr,663,0.071940104,129.5,300.5,0.924035,1,190
78,Seiko,Led_Board_Qtr,333,0.036132813,776.5,287.5,0.906129,1,191
78,Seiko,Led_Board_Qtr,972,0.10546875,234,298,0.971777,1,192
78,TDK,Led_Board_Qtr,900,0.09765625,124,287,0.998551,1,193
78,Toyota,Led_Board_Qtr,333,0.036132813,776.5,287.5,0.739064,1,194
78,Toyota,Led_Board_Qtr,1330,0.144314236,234,285.5,0.880452,1,195
78,Toyota,Bib,2106,0.228515625,569.5,342,0.991688,1,162
78,#IAAFWorlds,Grandstand,972,0.10546875,807,193,0.563972,1,179
78,#IAAFWorlds,Grandstand,684,0.07421875,878.5,195,0.920495,1,178
78,Seiko,Led_Board_S,1564,0.169704861,485,285.5,0.771841,1,196
78,London_2017,Grandstand,5456,0.592013889,367,134,0.991321,1,197
78,TDK,Led_Board_M,1316,0.142795139,23.5,298,0.716535,1,198
79,Toyota,Bib,3465,0.375976563,486.5,384.5,0.999928,1,162
79,Seiko,Led_Board_S,2400,0.260416667,122,306,0.379012,1,199
80,Toyota,Bib,7695,0.834960938,464.5,438.5,0.999257,1,162
81,Toyota,Bib,3871,0.420030382,380.5,488.5,0.713094,1,162
82,London_2017,Hurdle,6615,0.717773438,130.5,432.5,0.464587,1,200
83,Toyo_Tires,Led_Board_S,3168,0.34375,83,351,0.932476,1,201
84,Toyo_Tires,Led_Board_S,1921,0.20844184,317.5,352.5,0.982143,1,202
84,Asics_logo,Led_Board_M,192,0.020833333,662,349,0.580119,1,203
84,Asics_text,Led_Board_M,336,0.036458333,682,351,0.676309,1,204
84,#IAAFWorlds,Grandstand,2000,0.217013889,288,219,0.924891,1,205
84,Seiko,Led_Board_S,2450,0.265842014,185,354.5,0.707582,1,206
84,Seiko,Led_Board_S,2016,0.21875,31.5,358,0.817008,1,207
84,Seiko,Led_Board_M,2016,0.21875,31.5,358,0.669805,1,208
85,Toyo_Tires,Led_Board_S,1520,0.164930556,293,346,0.53169,1,202
85,#IAAFWorlds,Grandstand,530,0.057508681,763.5,262,0.335225,1,209
85,#IAAFWorlds,Grandstand,935,0.101453993,379.5,219.5,0.403613,1,205
85,#IAAFWorlds,Grandstand,1824,0.197916667,283,212.5,0.97793,1,205
85,Seiko,Led_Board_S,2604,0.282552083,176.5,348,0.846546,1,206
85,Seiko,Led_Board_S,1938,0.210286458,28.5,351,0.891173,1,207
85,Seiko,Led_Board_M,1938,0.210286458,28.5,351,0.558059,1,208
86,London_2017,Hurdle,4032,0.4375,656,452,0.447112,1,210
86,Seiko,Led_Board_S,2280,0.247395833,261,378,0.343762,1,206
87,TBS,Led_Board_S,1869,0.202799479,251.5,357.5,0.902861,1,211
87,Seiko,Led_Board_Qtr,288,0.03125,701,356.5,0.526269,1,212
87,Seiko,Led_Board_Qtr,846,0.091796875,104.5,366,0.952076,1,213
87,Toyota,Led_Board_Qtr,1220,0.132378472,105.5,351,0.892297,1,214
87,Toyota,Led_Board_Qtr,288,0.03125,701,356.5,0.97477,1,215
87,#IAAFWorlds,Grandstand,639,0.069335938,931.5,274.5,0.735579,1,216
87,Seiko,Led_Board_S,1173,0.127278646,392.5,355.5,0.319583,1,217
87,London_2017,Grandstand,5371,0.582790799,295.5,204.5,0.987179,1,218
88,Asics_text,Led_Board_M,288,0.03125,917,347,0.469639,1,219
88,Asics_logo,Led_Board_Qtr,255,0.027669271,21.5,367.5,0.998216,1,220
88,Asics_text,Led_Board_Qtr,624,0.067708333,54.5,364,0.925298,1,221
88,Seiko,Led_Board_Qtr,784,0.085069444,175,361,0.87092,1,213
88,Seiko,Led_Board_Qtr,182,0.019748264,729,345.5,0.901656,1,212
88,Seiko,Led_Board_Qtr,1275,0.138346354,173.5,353.5,0.952166,1,213
88,TDK,Led_Board_Qtr,901,0.097764757,49.5,350.5,0.999163,1,222
88,Toyota,Led_Board_Qtr,1275,0.138346354,173.5,353.5,0.340512,1,214
88,Toyota,Led_Board_Qtr,1620,0.17578125,174,337,0.952419,1,214
88,Toyota,Led_Board_Qtr,243,0.026367188,728.5,338.5,0.959028,1,215
88,Toyota,Bib,10147,1.101019965,593.5,459.5,0.99979,1,223
88,London_2017,HighJumpMat,3200,0.347222222,837,413,0.624135,1,224
88,London_2017,Grandstand,2312,0.250868056,373,207,0.89939,1,218
